S#,SNAME,SEX,BDATE,HEIGHT,DORM
15726319,黄丽娟,男,2005-04-23,183.7,西2舍817
90945350,王娜,男,2005-07-06,188.3,西20舍114
38869787,胥东,男,2001-02-04,170.9,西19舍407
43527965,桂荣,男,2004-07-04,184.1,东11舍112
24432975,杨军,男,2006-01-30,181.7,西5舍218
31735154,朱桂香,女,2004-06-18,175.9,东1舍515
83868760,张春梅,男,2006-12-05,170.5,东11舍807
21526107,刘飞,女,2004-09-30,152.7,东14舍314
75094354,谢凯,女,2006-01-14,154.8,西3舍506
89797831,韦倩,男,2004-02-10,152.1,西4舍618
40749158,孙欢,女,2005-10-21,155.9,东15舍506
63897651,杨欢,女,2005-05-17,154.3,东2舍602
26694003,邹博,男,2004-06-11,163.0,东13舍416
93991635,马明,男,2000-04-24,181.8,东17舍415
79419839,马红霞,男,2001-01-23,167.9,西3舍715
49605673,吴秀兰,男,2004-01-23,165.5,东7舍318
99781515,刘金凤,女,2000-07-14,188.1,东16舍614
61717450,王磊,男,2003-07-17,152.8,东9舍515
77881753,姜波,男,2003-08-04,165.8,东7舍101
67044931,王桂荣,男,2005-10-14,184.7,东7舍616
95623114,陈兵,女,2003-04-10,174.9,东13舍815
22053836,高璐,男,2006-11-12,150.7,西6舍601
81457183,董欢,男,2004-09-26,184.6,东7舍715
87032163,孟彬,男,2006-08-11,167.7,东13舍718
81651661,郑桂荣,女,2001-02-27,166.6,东18舍714
42394691,许桂芝,男,2002-04-29,169.2,西11舍202
73026296,王娟,男,2004-02-21,159.9,东6舍518
37354444,张荣,男,2001-08-21,151.7,东20舍507
30040050,徐艳,女,2001-10-27,170.7,东9舍319
19405311,周霞,男,2001-02-05,167.1,西14舍813
56231686,邓强,男,2006-03-27,158.3,西2舍403
33763205,黄岩,女,2000-03-10,179.7,东2舍620
31041342,方红,女,2002-01-20,183.1,西12舍211
73388997,李建军,女,2002-08-22,158.8,东15舍508
76562177,陈林,男,2006-04-30,163.3,东1舍415
97445240,王玉英,男,2006-10-05,151.3,西11舍118
18868799,曹丽娟,女,2004-11-12,181.3,西8舍319
63896763,何秀芳,男,2002-04-06,178.6,东7舍604
10051118,吴淑英,女,2000-08-26,151.2,西7舍205
71368968,王莹,男,2002-04-12,167.4,西10舍411
69829145,杨丽华,女,2006-03-24,162.7,东12舍404
49012509,冯玉华,女,2005-11-15,188.1,西18舍311
58701364,任楠,女,2006-05-09,180.4,西14舍511
63526555,罗春梅,女,2006-04-22,160.4,西19舍808
57625300,张鑫,男,2005-11-25,153.1,东8舍204
72392965,张丽丽,女,2001-12-11,160.2,西2舍819
83868182,黄洁,男,2005-04-15,150.4,东20舍109
13531532,刘东,女,2005-12-07,168.3,西15舍318
31232784,窦玉华,女,2004-07-15,164.7,西8舍804
79810212,张丽华,男,2003-07-21,187.7,西3舍701
49722782,张云,男,2000-10-11,157.3,西6舍309
32691431,刘亮,女,2002-01-27,167.2,东4舍408
72073157,叶宁,女,2000-12-09,173.8,东4舍311
74202847,李秀荣,女,2006-04-19,175.7,西4舍420
73235811,巴军,男,2006-08-18,187.2,西6舍220
17098563,谭玉梅,女,2003-10-28,166.1,东13舍303
64163852,汪红梅,男,2003-10-11,173.8,西6舍311
79592894,祖玉珍,男,2002-11-07,154.0,东11舍403
86897783,陈璐,女,2003-06-06,167.5,东13舍419
33883866,刘涛,女,2005-01-19,166.2,东9舍302
11197104,徐鹏,女,2003-06-16,189.6,东15舍505
42014360,郑建国,男,2006-07-04,153.9,西3舍710
46415962,何淑珍,女,2004-06-17,163.6,东8舍815
58141030,韩丽华,男,2004-01-29,179.0,西1舍717
44047258,罗玉,女,2003-11-25,182.0,东11舍508
50524197,王芳,男,2001-01-18,175.0,西10舍716
99456033,王秀华,女,2002-02-14,156.3,西1舍816
71625761,宋勇,女,2004-04-12,152.9,东17舍418
69959690,陈成,女,2003-10-31,171.0,东5舍309
21077601,郑磊,女,2006-09-23,180.3,东17舍807
74682792,张梅,男,2002-07-15,174.9,东9舍217
20317973,罗勇,男,2004-09-16,189.4,东18舍302
60856668,陈桂英,女,2006-07-11,171.0,西9舍420
74750569,柴峰,男,2000-11-09,175.2,东17舍110
15164143,周霞,女,2001-08-23,161.2,东15舍202
89790134,马辉,女,2000-04-02,181.4,东3舍209
55073039,郑桂英,女,2002-08-24,172.1,西20舍119
81253247,方洋,女,2003-03-27,159.3,西1舍617
95813212,焦倩,女,2002-10-10,178.4,西17舍419
70620448,刘娟,女,2002-04-03,169.7,西18舍110
52981751,骆洁,男,2003-03-29,172.9,东3舍808
18476776,卫淑珍,男,2006-03-20,160.6,东17舍520
58909721,庄洋,男,2001-06-23,185.4,东20舍511
46317033,司桂珍,女,2005-11-23,150.3,西1舍111
65289553,吴楠,女,2004-12-03,173.0,西8舍614
76035027,郭利,女,2004-09-08,174.5,东10舍720
86945036,辛莹,男,2001-03-02,186.8,东6舍806
34261155,郑燕,女,2003-04-26,153.2,东1舍204
55551113,罗辉,女,2005-05-10,154.6,西12舍712
94669977,王凤英,女,2004-11-27,157.1,东17舍516
84292799,张平,男,2006-04-11,177.9,西6舍115
27628567,张涛,女,2006-06-05,185.8,东18舍114
57966425,史兵,男,2002-04-17,182.6,西7舍317
13923298,谈欣,男,2003-08-20,188.5,西3舍511
62443119,胡丹,男,2003-08-30,160.4,西6舍105
87687192,刘红霞,男,2003-01-29,151.9,西10舍510
75727047,平秀梅,男,2006-07-03,183.2,东4舍403
28722644,黄丹丹,女,2004-03-10,179.0,东2舍204
72517800,李桂香,男,2001-06-19,151.9,西20舍405
78297402,李斌,女,2001-03-16,159.1,西2舍715
96524278,吴刚,男,2002-01-28,171.5,东12舍715
54538167,韩丽丽,男,2003-12-04,180.6,西6舍801
69376895,郭涛,女,2003-03-29,152.6,东19舍110
31143422,周秀兰,女,2003-08-29,175.4,东15舍312
37697968,夏秀云,女,2004-09-24,181.4,东6舍516
59102281,韩强,男,2002-03-11,173.0,西17舍206
10168707,苟亮,男,2006-12-04,172.1,东20舍412
44607381,陆兵,男,2000-04-02,180.6,西4舍113
16954619,张洋,女,2003-06-23,184.2,西14舍219
75090697,孙雷,女,2000-10-08,152.0,西12舍114
30164203,郭瑜,女,2006-05-02,180.6,西13舍509
52765245,魏玉兰,男,2002-07-10,181.1,西14舍611
35238236,何鑫,男,2001-06-07,179.4,东17舍813
43124379,马娟,男,2000-08-10,151.3,西15舍805
24732917,孟燕,女,2003-12-07,150.1,东14舍205
62527979,邓亮,女,2006-08-23,180.2,东4舍302
61194518,吴玉珍,男,2001-10-17,166.2,西1舍711
53309447,李旭,男,2004-02-07,157.7,西14舍506
84701854,李建平,女,2005-03-25,155.9,西9舍105
94787905,朱春梅,男,2001-06-22,175.8,东3舍703
91298211,游桂珍,男,2001-06-06,151.8,西5舍205
22505037,汪丽华,女,2002-03-13,179.8,东5舍710
23177374,杨建,男,2003-10-22,165.0,西17舍314
70982177,李娟,女,2000-03-16,161.2,东18舍617
64571247,车欢,女,2000-04-24,163.9,东15舍605
95612671,陈玉英,男,2003-07-26,170.3,东15舍720
29915899,柯萍,女,2001-07-10,168.5,西11舍515
31461285,尹玉兰,男,2000-05-13,168.6,东14舍619
18458898,汪秀芳,女,2001-11-11,175.6,西16舍418
34201730,朱桂香,女,2001-12-05,161.6,西8舍214
41823723,张娟,男,2001-12-08,174.6,东2舍401
95539362,邹利,女,2006-06-10,175.1,东15舍805
16797092,李明,女,2000-03-11,180.2,东11舍615
26567780,鞠波,男,2005-07-28,178.5,东4舍303
43700254,李凯,男,2004-09-18,189.0,东12舍517
91579154,王博,男,2006-12-28,173.6,东15舍314
41140475,徐佳,男,2002-11-14,178.1,西6舍702
54467043,邱峰,男,2004-01-24,171.4,东2舍209
57268781,焦淑珍,女,2000-01-18,159.7,东17舍706
75551487,段倩,女,2005-03-23,183.1,西3舍506
43722707,程柳,女,2006-07-24,175.7,东6舍416
57902970,范凤兰,女,2005-12-08,156.5,东17舍515
67812291,刘晶,女,2002-07-26,150.3,西1舍519
32450476,蔡杰,男,2001-01-29,176.5,西12舍409
34361143,黎俊,女,2000-09-07,172.3,东2舍213
57588257,张燕,女,2003-10-08,186.0,东19舍307
48762939,卢晶,女,2006-08-12,181.7,东14舍116
86725841,梁玉兰,女,2004-10-11,157.6,西17舍605
79491066,程旭,男,2003-04-24,167.2,东3舍205
76353972,陈丹,男,2004-04-09,167.0,东20舍101
65568829,李桂英,男,2006-04-06,184.9,西14舍408
84251626,钱颖,男,2002-09-19,189.1,东4舍414
70085980,何丽丽,男,2002-11-26,162.7,东1舍418
32317785,蒋建,男,2006-07-12,153.9,东10舍203
84656295,陈琴,男,2005-06-22,167.4,东7舍314
59935653,罗丽娟,女,2000-02-08,154.9,东6舍413
84790836,雷鹏,女,2005-04-16,153.1,东17舍617
45096599,李娜,女,2005-06-02,184.1,西1舍403
21185011,伍阳,女,2002-08-02,188.3,西18舍111
77682403,吴想,女,2005-08-23,168.8,西2舍312
85482351,马萍,男,2005-08-26,168.3,东1舍614
20891104,张岩,女,2002-06-30,177.3,西19舍217
96579653,常丹丹,男,2006-11-15,173.3,西11舍719
19590862,张敏,男,2000-07-06,170.4,东4舍701
60339461,许伟,女,2003-09-05,156.3,东9舍318
71767646,李浩,女,2005-04-10,183.3,西9舍510
81115766,李建国,女,2005-10-24,189.8,东12舍813
60872722,吕军,女,2001-05-22,152.6,西20舍820
62608435,翟玉珍,男,2003-09-28,174.1,东10舍311
90529674,刘丽华,女,2006-12-15,165.6,东6舍116
16149709,任勇,女,2003-04-25,175.5,东16舍217
52822922,赵红梅,女,2005-07-28,168.7,西2舍615
23156454,杨雪,男,2005-09-12,157.2,东9舍407
28585038,施颖,男,2005-07-22,185.3,西13舍204
23630258,杨博,女,2002-02-14,180.1,西17舍110
88144205,高阳,男,2005-07-18,173.2,西6舍102
31442458,周欣,女,2000-03-02,186.1,西17舍109
25375533,周博,女,2000-12-28,179.8,东15舍610
94191070,郑磊,男,2002-04-11,162.0,东1舍320
10732539,郑金凤,男,2000-06-15,155.4,东16舍413
38766528,唐丹丹,男,2004-02-06,161.6,西5舍817
41125144,王云,男,2004-02-10,155.7,东1舍314
15480052,李红霞,男,2000-03-07,153.7,西12舍809
78863152,谢宇,女,2003-04-21,168.5,东1舍503
41126452,姚晨,男,2003-02-15,172.9,西3舍518
53932282,敬淑华,女,2002-03-03,168.0,东10舍508
69216799,胡娜,男,2002-04-26,185.7,西11舍508
39874168,李丽华,男,2001-10-11,165.2,西19舍620
13148855,赵桂英,女,2004-06-09,187.4,西11舍104
46362199,王春梅,男,2002-12-18,165.3,西19舍801
32960169,贾宇,女,2005-04-22,162.2,西14舍508
99715718,梁丽丽,男,2004-12-09,156.1,东17舍311
64727785,杨小红,男,2006-09-08,165.7,西4舍701
40658292,罗红霞,男,2003-08-28,159.9,东8舍719
99473153,王荣,女,2002-01-23,181.5,西1舍605
32858578,黄霞,女,2006-11-15,154.7,西2舍804
98745642,王健,男,2000-09-19,157.1,东12舍811
76581987,谭楠,女,2005-10-04,187.8,西16舍716
24992277,王俊,女,2003-07-02,155.1,东8舍417
30068873,粟楠,男,2006-05-18,151.2,西15舍212
36496561,杨娟,男,2000-11-02,177.5,东20舍702
57780272,姚彬,女,2001-11-28,154.6,东1舍116
62845213,耿桂香,女,2004-03-26,150.8,东17舍505
44886341,林芳,男,2002-12-01,175.3,东18舍817
54528259,刘娟,男,2004-06-23,175.1,东11舍206
19084829,张斌,女,2005-06-26,180.2,西5舍110
52108881,杨建,女,2003-10-25,182.7,东18舍605
97105726,钟婷,女,2002-04-17,182.6,西20舍703
95865491,段桂花,女,2000-04-14,152.9,西9舍104
46266341,马玉珍,男,2003-09-30,178.8,西4舍306
65684242,朱莉,女,2000-04-29,154.4,西1舍806
60563685,郑成,男,2004-03-24,154.8,东13舍203
75107326,朱娜,女,2006-11-26,170.2,东10舍616
80331484,张楠,男,2006-03-31,158.3,东17舍609
73427888,褚明,女,2002-02-20,152.1,西13舍319
47025313,张丹丹,女,2006-08-02,153.0,东3舍502
54496517,孙秀云,男,2005-02-05,153.2,东14舍402
98472916,袁畅,女,2006-02-26,150.3,西18舍608
30957940,陈红,男,2006-12-16,171.9,东3舍204
44053482,李雪梅,男,2004-05-17,155.3,西15舍819
61156400,秦秀珍,女,2003-05-03,163.1,东8舍418
12693119,刘丽华,女,2003-08-10,179.6,西19舍707
87122723,陈俊,男,2004-02-03,159.2,西12舍601
51291582,张梅,男,2001-03-05,163.7,东4舍218
99206326,巴芳,男,2001-03-30,153.8,西14舍110
73879334,张杰,男,2003-02-19,154.4,西12舍419
15263726,李强,男,2003-03-29,153.6,东2舍409
19669209,岳秀兰,男,2000-03-16,167.1,东16舍209
55410850,阎丹,男,2000-08-22,175.2,东3舍220
50841216,余健,女,2003-02-21,171.8,东9舍108
67475031,牛颖,男,2005-09-28,173.7,东11舍404
21667655,姚刚,男,2003-12-24,163.2,东2舍119
77051723,袁超,男,2000-01-07,171.4,西20舍310
87248688,伊瑜,男,2000-01-22,158.0,西2舍506
75062112,侯兰英,男,2002-03-27,166.1,东13舍519
38905628,张龙,女,2004-03-07,189.3,东12舍108
99953480,吴洁,男,2001-04-09,178.4,西11舍517
47348244,宁凯,女,2001-11-27,185.1,西4舍610
34342192,王萍,女,2001-03-11,170.0,西2舍407
22363027,李建国,男,2004-03-26,170.7,东3舍516
46281877,宗强,男,2006-11-23,166.4,西1舍202
54826539,黄坤,男,2003-01-25,155.6,东6舍705
60132321,王琳,女,2002-03-09,168.9,东2舍617
26788022,刘丽,男,2006-10-08,156.2,东7舍412
11905971,黄桂珍,男,2001-07-02,183.4,东1舍114
19354174,胡兵,女,2005-06-03,169.5,西9舍410
22564575,何丹,男,2004-02-23,180.8,东6舍802
16240168,李桂珍,女,2001-01-03,179.6,西19舍218
44171296,宣刚,女,2005-02-22,171.1,西20舍603
94679323,祝秀兰,男,2001-01-27,180.4,东5舍604
66791985,林宇,女,2004-10-12,184.8,东7舍807
71252890,何荣,女,2002-03-02,185.2,东17舍702
54015155,葛丽,女,2006-02-06,171.7,东9舍120
27019141,冯淑英,男,2004-02-17,172.6,东5舍419
83240667,吴平,女,2000-12-19,188.8,西18舍501
58840479,姚倩,女,2004-03-04,187.3,东4舍720
33035901,龙桂芳,男,2001-02-12,170.1,东14舍303
39711727,王龙,女,2006-12-07,154.6,西3舍611
42315473,杨璐,男,2002-02-27,173.0,西20舍620
81445222,巩凯,男,2004-09-25,184.7,东16舍206
63264694,段琴,男,2001-05-15,163.5,西14舍111
97088025,刘平,女,2005-11-27,180.0,西10舍402
13436519,赵雪梅,男,2004-08-10,164.3,西18舍406
52061532,王秀兰,男,2000-02-25,150.4,西17舍118
57691759,罗桂花,女,2004-05-11,170.5,东4舍820
91823332,王雪,女,2000-05-26,171.9,东16舍105
46424743,颜勇,女,2004-05-02,150.2,西17舍418
15612508,赵瑞,男,2000-04-15,171.4,西8舍411
31647752,佟洁,女,2002-11-05,183.0,东15舍504
84177073,吴莹,男,2003-09-09,179.3,西19舍202
92600791,王斌,女,2004-02-26,187.9,东19舍114
64184017,伍洁,女,2004-12-29,181.4,西8舍619
33176784,魏龙,女,2006-03-06,178.2,西4舍705
20794867,佘志强,女,2003-02-15,185.5,西7舍718
48233151,李雪,女,2005-03-18,155.0,西5舍101
45091103,马淑珍,男,2003-01-02,173.3,东12舍818
52042080,陈秀芳,男,2003-09-09,171.9,西11舍212
39547126,李想,女,2005-10-29,187.9,东16舍813
56545798,郜淑英,女,2004-06-14,176.8,西19舍302
75370363,刘柳,男,2001-03-16,173.3,东1舍312
24089298,柳博,男,2006-02-07,161.5,东10舍701
28567602,甄红梅,女,2001-08-25,187.7,东8舍101
82026331,彭文,女,2006-01-19,173.5,西12舍511
28284083,冯倩,男,2004-09-26,180.4,东20舍815
46100502,黎淑珍,男,2006-01-17,176.8,东20舍418
78387769,王兵,男,2006-12-03,176.8,西12舍105
35281288,倪敏,男,2003-07-10,181.7,西9舍718
80302884,蒋桂荣,男,2002-10-12,158.7,西6舍412
41310551,周杨,男,2000-02-22,161.0,东6舍720
10361780,杨成,女,2003-11-25,168.6,西10舍805
62161507,武桂兰,女,2001-11-05,175.1,东7舍712
88615748,吴利,男,2006-01-08,167.4,西19舍708
47587894,杨桂香,男,2001-05-14,180.5,东20舍316
73295247,翟建平,女,2001-05-11,154.5,西7舍501
71805517,李莹,男,2001-10-03,174.8,西19舍406
31317543,张桂荣,女,2005-12-29,158.5,东9舍207
28035462,杨文,女,2000-04-01,164.7,东13舍814
80283662,鹿桂芳,女,2003-02-17,156.0,西13舍708
86014361,夏红梅,男,2000-05-05,156.6,西11舍711
42288808,文龙,男,2004-11-18,171.4,东20舍113
43364088,包秀芳,女,2001-10-12,160.1,西8舍110
36108478,李飞,女,2004-10-17,154.5,西2舍810
60421685,陈凯,女,2003-05-06,189.1,西20舍508
46000076,李颖,男,2005-07-07,171.1,西10舍408
29557778,马洋,男,2006-12-31,175.6,西16舍820
67320942,邱晨,男,2006-05-24,176.8,东8舍717
22484788,马桂英,女,2005-12-03,178.9,西16舍108
65314639,洪洁,女,2001-10-11,166.9,西7舍806
44429911,江淑兰,女,2006-01-12,174.5,西8舍605
91462963,王刚,女,2005-08-23,155.2,东12舍511
80745829,李东,男,2005-06-28,185.1,西19舍117
71031241,黄峰,女,2005-11-15,169.5,东14舍516
27745304,赵雪梅,男,2000-01-20,156.4,西6舍803
55908120,陈辉,女,2003-07-23,156.6,东15舍101
91399325,胡丹,女,2003-06-17,150.6,东12舍208
69756361,仇楠,女,2005-08-26,186.4,西10舍402
75687338,曹璐,男,2002-12-15,189.9,东12舍306
67967959,张鑫,女,2001-02-28,182.7,东11舍718
49305435,庞桂芝,男,2005-10-24,166.1,东11舍116
24971915,黄欣,男,2003-07-25,185.7,西9舍520
59385475,李平,女,2002-11-27,176.1,西1舍120
52717841,黄红梅,女,2001-12-31,162.0,西2舍602
93945566,石林,女,2005-09-21,169.3,东10舍701
77345028,徐玉珍,男,2003-04-07,180.6,东20舍620
90786765,陈峰,女,2004-06-11,187.9,西19舍312
25889031,鞠玉英,男,2000-12-29,180.2,西12舍120
48698391,储丽丽,男,2003-10-04,185.2,东12舍106
98051840,毛超,男,2003-06-05,181.1,东18舍120
13437297,林秀荣,男,2006-07-31,157.5,西13舍306
83493874,刘琳,女,2004-02-17,159.0,西10舍517
40439297,高娜,男,2000-04-21,170.1,东11舍708
32306397,郑秀荣,女,2006-12-20,178.2,东16舍809
37866501,赵燕,女,2000-07-31,180.5,西6舍805
53739501,刘帅,女,2006-08-20,189.2,西18舍319
88153852,王文,女,2002-08-09,176.8,东13舍215
62027385,黎梅,男,2006-02-26,161.0,东2舍101
20299999,李涛,女,2006-08-26,158.3,西14舍317
13036503,刘龙,男,2006-08-10,150.9,东5舍206
36848992,蔡丽华,男,2004-03-19,184.4,东5舍720
31938192,许博,女,2006-11-16,166.3,西4舍820
28408741,潘丽,女,2006-04-09,160.4,西9舍610
99643905,龚刚,男,2003-05-24,164.6,西12舍518
13578223,胡凯,女,2006-01-07,170.3,西2舍516
92649849,杨桂芳,女,2001-04-20,187.0,东3舍715
17793579,董琴,男,2004-08-11,167.6,西14舍611
41481944,白凯,女,2000-06-24,157.2,西20舍806
45574651,石鹏,男,2004-10-01,181.4,西9舍314
67394772,杨冬梅,女,2005-04-22,161.0,东4舍102
66681053,胡秀华,女,2006-07-30,150.2,西5舍314
42560359,李平,男,2001-12-29,160.2,东13舍417
25598218,赵磊,女,2003-06-23,153.0,东8舍110
38536184,任勇,男,2003-07-19,187.4,西20舍119
36324340,杨峰,男,2006-10-25,155.4,西13舍115
53949873,陈军,女,2002-10-08,180.3,东20舍220
78170262,梁春梅,女,2005-01-12,174.1,东4舍103
63369447,杨凤英,女,2002-04-11,177.7,西19舍406
33597411,高淑华,男,2006-12-01,167.3,西12舍219
94398522,陈红霞,女,2000-03-22,156.2,西17舍515
65157454,徐桂香,女,2005-02-02,171.9,东18舍401
47692378,刘丽华,男,2000-08-06,161.5,西8舍511
97748229,张洋,女,2005-09-21,173.6,西2舍614
35290060,齐红霞,女,2006-02-28,162.4,东5舍118
83539332,李宇,女,2002-10-10,172.1,东19舍704
16317567,邝浩,女,2006-10-23,175.5,东9舍813
53696417,张晶,女,2005-05-14,152.5,东5舍308
82329990,朱秀荣,男,2002-05-15,159.8,西6舍615
42208211,张桂芳,女,2003-12-10,185.2,东5舍818
19587877,秦璐,男,2005-05-27,175.5,东11舍806
22667916,董玉,女,2002-02-12,159.4,东2舍718
72679332,刘斌,男,2005-01-10,159.0,西11舍308
16857444,李艳,女,2002-05-05,185.9,西14舍301
18747274,张宁,男,2002-07-30,151.5,东6舍215
46439157,邢颖,男,2006-03-29,165.0,东16舍312
36567566,郑莉,女,2000-12-02,157.8,西19舍201
54782197,张丽华,男,2003-07-09,162.5,东8舍402
53831040,张超,男,2006-03-15,158.2,东8舍610
92700080,汪强,男,2003-06-11,180.2,西3舍307
65860925,王英,女,2000-08-08,169.3,东18舍216
99626529,谢桂兰,女,2005-11-26,152.3,东5舍113
84342923,华雪,男,2002-10-01,175.5,东3舍204
94554202,梁倩,女,2002-12-07,159.1,东14舍606
97989498,王宇,男,2006-02-09,170.6,西3舍316
57957672,马小红,男,2004-06-12,152.7,西3舍501
59328363,郑丹,女,2003-09-20,159.3,东20舍203
36264819,徐华,男,2002-11-06,180.6,西8舍503
61803373,高春梅,女,2003-09-05,157.9,东8舍612
62456711,张欣,女,2000-05-20,159.8,西4舍620
85231657,高雪,男,2001-12-13,167.6,东14舍510
98657039,郭斌,女,2000-10-30,163.8,东8舍217
11062666,武建平,女,2003-12-27,188.5,东5舍602
92073290,王晶,男,2001-04-27,179.7,西6舍705
80559367,石刚,女,2002-05-31,166.6,西19舍408
50808858,宋玲,女,2004-04-16,169.4,西12舍304
65208249,薛萍,女,2002-05-02,165.6,东16舍508
68982566,陈玉,女,2005-10-02,165.8,西18舍319
10432818,麻玉英,男,2002-01-08,179.9,东2舍503
87945769,张小红,女,2005-03-11,154.7,东8舍408
38990878,金秀英,男,2000-03-06,166.4,东10舍602
97100986,洪桂香,男,2002-04-22,154.3,西17舍811
11945504,陈秀云,女,2003-09-22,163.2,西20舍405
61354037,曾丹丹,男,2002-03-06,174.5,东4舍217
61380700,陈柳,男,2006-01-27,176.7,东1舍506
56524601,廖英,女,2002-08-01,154.9,东17舍718
42924843,潘芳,女,2003-06-27,176.7,东3舍216
98219474,姚建国,男,2002-05-05,168.3,西15舍607
21813418,王凯,女,2000-11-08,167.2,西12舍801
49353221,马刚,男,2004-02-16,184.4,西20舍311
61502804,计莉,男,2003-05-02,155.6,东18舍818
80526512,张莹,女,2000-01-13,183.5,东9舍105
33435815,郑楠,女,2001-01-05,181.6,西9舍213
89281044,陈峰,男,2000-12-15,180.1,东6舍111
87754720,李海燕,男,2003-06-03,152.6,东11舍502
67410394,陈桂珍,女,2006-12-01,177.9,西5舍206
74562745,朱宁,男,2004-01-15,170.2,西9舍709
73955804,徐岩,女,2002-11-07,184.6,西11舍202
10787284,丁淑兰,男,2000-09-24,150.5,东9舍601
49353268,刘璐,女,2001-03-01,160.4,东14舍804
67283455,岑龙,女,2000-03-11,170.6,东6舍614
73407717,罗云,男,2002-04-04,172.7,东18舍303
69216306,胡佳,女,2000-07-06,169.2,西18舍801
54039183,傅楠,男,2006-04-14,179.5,西6舍309
76141250,纪成,男,2006-08-29,170.5,东8舍507
15979027,舒玉梅,女,2005-07-15,178.3,东17舍311
10677058,杨丽娟,男,2005-06-15,152.5,西17舍509
90703592,杨桂芳,女,2001-03-01,164.1,东7舍316
91913572,李华,男,2000-10-25,174.6,西16舍215
18579644,田兵,男,2000-07-27,182.7,西6舍116
30122043,张柳,女,2001-04-04,158.5,西18舍616
57097790,彭莉,女,2003-09-17,168.6,东14舍513
53326603,李雷,男,2002-04-02,156.1,东9舍502
42432318,康淑英,女,2006-10-13,168.9,东6舍504
45381936,林倩,男,2003-01-12,166.8,西9舍519
80260571,卿芳,女,2004-12-24,172.5,东11舍809
72799837,吴冬梅,女,2005-02-09,155.3,西3舍808
99438148,周玉兰,男,2003-02-05,170.7,东14舍511
18088466,彭志强,男,2006-09-30,169.4,西19舍804
12058090,吕红,女,2000-05-30,180.5,东20舍611
35706171,苑秀梅,女,2000-01-11,184.0,西7舍815
19196762,王秀华,男,2006-11-29,176.3,西6舍807
70345377,王飞,女,2006-12-20,183.5,西3舍215
19354756,蒋成,女,2000-04-16,182.1,西14舍307
34605619,崔凤英,女,2001-09-23,180.1,西9舍606
43621763,谭玉珍,女,2004-05-15,189.5,东17舍409
38868884,陈斌,女,2006-09-15,150.5,西13舍610
78415260,李慧,女,2004-10-01,178.6,西8舍715
62323990,李娜,女,2002-10-16,188.0,西13舍601
89224153,钱淑珍,男,2006-06-01,177.4,西2舍317
57813869,陈文,女,2001-03-26,154.9,东14舍114
12304940,徐健,女,2002-09-09,179.8,西4舍717
36339216,李丹丹,女,2002-05-11,168.2,东7舍409
12742718,李阳,男,2006-09-28,184.6,东19舍112
27332251,谢梅,女,2004-06-29,183.5,西1舍112
30062171,梁凤兰,女,2002-06-15,154.8,东19舍318
58728106,王玉英,男,2002-05-13,157.7,东6舍519
77468867,李红,男,2006-11-15,172.8,东1舍107
51650055,贺建国,女,2004-01-10,151.2,东7舍520
40047890,李强,女,2000-02-26,175.7,西7舍704
95524762,胡秀荣,女,2006-11-06,159.1,东2舍215
78940716,景建,女,2006-06-09,171.1,西10舍401
98246287,李婷婷,女,2004-09-15,156.6,东6舍314
61708376,楚明,男,2002-10-09,173.5,西16舍503
39354463,魏玉梅,男,2001-08-11,177.1,西14舍319
12558962,徐玉英,男,2004-03-04,182.6,西1舍619
10763627,郝海燕,男,2001-03-09,186.7,东3舍814
10727271,刘琴,女,2000-02-27,183.4,西3舍416
48046177,巴淑兰,男,2003-01-18,177.2,东14舍401
68663998,罗帆,男,2000-02-03,168.1,东20舍313
85014391,孙涛,男,2002-06-09,174.3,东18舍712
39469957,颜想,女,2006-04-23,163.4,东15舍703
98750716,严秀兰,男,2002-06-09,179.2,东3舍606
32120199,宗建平,男,2004-03-31,183.1,东17舍813
99713646,陈丽华,女,2006-09-30,167.6,西4舍820
29323028,彭荣,女,2002-03-15,182.4,西10舍701
59070802,向玉兰,男,2006-07-12,179.3,西12舍806
70892943,丁丽华,男,2003-07-04,179.1,东7舍613
85674752,周秀珍,女,2003-02-14,176.1,东11舍708
57444216,徐丹丹,男,2002-12-08,151.3,西6舍301
86111444,王成,女,2005-09-10,165.1,西18舍211
71045079,杨秀英,女,2006-03-31,176.7,东1舍111
85895749,张冬梅,男,2004-07-21,170.1,西8舍715
95957711,李辉,女,2006-01-24,179.7,东10舍817
47767359,戴柳,女,2006-07-02,184.7,东17舍218
71366731,张彬,男,2002-03-29,158.9,西12舍512
63278776,陈秀华,男,2000-11-13,165.8,西12舍507
24496740,李瑞,女,2004-11-02,165.4,东1舍501
54917742,林阳,男,2004-05-30,185.3,东9舍804
18276641,郭红,女,2005-05-31,169.8,西1舍108
48051503,李婷,男,2000-12-13,165.1,东2舍705
79963474,范涛,男,2005-11-27,185.7,西12舍513
40560420,侯桂英,女,2002-02-12,166.5,东4舍218
25208415,章凤兰,男,2006-01-30,170.7,西2舍105
62745810,刘秀珍,女,2002-07-05,184.0,西13舍809
92177439,李鹏,男,2002-03-10,151.7,东3舍501
71985431,魏刚,女,2003-04-18,159.0,东1舍211
91840978,杨婷,男,2003-07-21,187.4,西12舍403
93112696,伍莹,女,2006-05-08,160.6,西17舍306
51965871,李博,男,2001-11-21,159.3,西16舍804
76218307,陈桂兰,男,2006-02-02,189.1,西16舍406
